ltable_id,rtable_id,label
12,126,0.0
12,127,0.75
12,128,0.25
12,129,0.5
12,130,0.25
13,131,0.5
13,132,0.25
13,133,0.25
13,134,0.0
13,135,0.0
13,136,0.25
13,137,0.5
13,138,0.0
13,139,0.25
13,140,0.0
13,141,0.0
13,142,0.0
13,143,0.5
13,144,0.5
13,145,0.25
13,146,0.5
13,147,0.25
13,148,0.25
13,149,0.5
13,150,0.5
13,151,0.25
13,152,0.25
13,153,0.25
13,154,0.25
13,155,0.25
13,156,0.75
14,157,0.75
14,158,1.0
14,159,0.5
14,160,0.75
14,161,1.0
14,162,0.5
14,163,0.5
14,164,0.5
14,165,0.25
14,166,0.25
14,167,0.0
14,168,0.0
14,169,0.25
14,170,0.25
14,171,0.0
14,172,0.25
14,173,0.0
14,174,0.25
14,175,0.5
14,176,0.25
14,177,0.0
14,178,0.0
14,179,0.25
14,180,0.5
14,181,0.25
14,182,0.5
14,183,0.75
14,184,0.25
14,185,0.25
14,186,0.75
15,187,0.25
15,188,0.25
15,189,0.25
16,190,0.75
16,191,0.75
16,192,0.25
16,193,0.75
16,194,0.75
16,195,0.0
16,196,0.0
16,197,0.0
16,198,0.0
16,199,0.25
16,200,0.25
16,201,0.5
16,202,0.75
16,203,0.5
16,204,0.0
16,205,0.0
16,206,0.25
16,207,0.25
16,208,0.5
16,209,0.25
16,210,0.25
16,211,0.25
16,212,0.25
17,213,0.0
17,214,0.75
17,215,0.0
17,216,0.75
17,217,0.5
17,218,0.5
17,219,0.0
17,220,0.5
17,221,0.25
17,222,0.5
17,223,0.25
17,224,0.25
17,225,0.25
17,226,0.5
17,227,0.5
17,228,0.25
17,229,0.5
17,230,0.25
17,231,0.25
17,232,0.5
17,233,0.0
17,234,0.5
17,235,0.25
17,236,0.25
17,237,0.25
17,238,0.25
17,239,0.0
17,240,0.5
17,241,0.5
17,242,0.0
17,243,0.25
17,244,0.5
18,245,0.75
18,246,0.5
18,247,0.75
18,248,0.0
18,249,0.0
18,250,0.5
18,251,0.5
18,252,0.0
18,253,0.0
18,254,0.75
18,255,0.75
18,256,0.25
18,257,0.25
18,258,0.25
18,259,0.5
18,260,0.25
18,261,0.25
18,262,0.5
18,263,0.25
18,264,0.0
18,265,0.0
19,266,0.0
19,267,0.0
19,268,0.5
19,269,0.5
19,270,0.5
19,271,0.75
19,272,0.25
19,273,0.5
19,274,0.5
19,275,0.25
19,276,0.25
19,277,0.25
19,278,0.25
19,279,0.5
19,280,0.25
19,281,0.25
19,282,0.25
19,283,0.25
19,284,0.25
19,285,0.5
19,286,0.25
19,287,0.25
19,288,0.5
19,289,0.25
19,290,0.25
19,291,0.5
19,292,0.25
19,293,0.25
19,294,0.25
19,295,0.25
19,296,0.0
19,297,0.5
19,298,0.25
19,299,0.25
19,300,0.25
19,301,0.25
19,302,0.25
19,303,0.25
19,304,0.25
19,305,0.0
19,306,0.0
19,307,0.25
19,308,0.25
19,309,0.25
19,310,0.0
20,311,1.0
20,312,0.0
20,313,0.25
20,314,0.5
20,315,1.0
20,316,0.25
20,317,0.25
20,318,0.25
20,319,0.25
20,320,0.25
20,321,0.25
20,322,0.75
20,323,0.0
20,324,0.25
20,325,0.25
20,326,0.25
20,327,0.0
20,328,0.0
20,329,0.25
20,330,0.5
20,331,0.25
20,332,0.25
20,333,0.0
20,334,0.75
20,335,0.5
20,336,0.5
20,337,0.25
20,338,0.5
20,339,0.5
20,340,0.25
20,341,0.25
20,342,0.25
20,343,0.25
20,344,0.25
20,345,0.25
20,346,0.25
20,347,0.25
20,348,0.25
20,349,0.25
20,350,0.25
20,351,0.25
20,352,0.25
20,353,0.25
20,354,0.0
20,355,0.25
20,356,0.25
21,357,0.75
21,358,0.25
21,359,0.5
21,360,0.25
21,361,0.25
21,362,0.0
21,363,0.5
21,364,0.0
21,365,0.5
21,366,0.25
21,367,0.0
21,368,0.0
21,369,0.5
21,370,0.25
21,371,0.5
21,372,0.0
21,373,0.0
21,374,0.5
21,375,0.25
22,376,0.75
22,377,0.25
22,378,0.5
22,379,0.5
22,380,0.5
22,381,0.0
22,382,0.25
22,383,0.0
22,384,0.5
22,385,0.5
22,386,0.25
22,387,0.5
22,388,0.25
22,389,0.25
22,390,0.5
22,391,0.5
22,392,0.0
22,393,0.0
22,394,0.75
22,395,0.0
22,396,0.25
22,397,0.5
22,398,0.5
22,399,0.0
23,400,0.5
23,401,0.5
23,402,0.5
23,403,0.5
23,404,0.5
23,405,0.5
23,406,0.5
23,407,0.5
23,408,0.25
23,409,0.25
23,410,0.0
23,411,0.25
23,412,0.5
23,413,0.5
23,414,0.5
23,415,0.25
23,416,0.25
23,417,0.25
23,418,0.0
23,419,0.0
23,420,0.0
23,421,0.0
23,422,0.0
23,423,0.5
23,424,0.5
23,425,0.5
23,426,0.5
23,427,0.5
23,428,0.25
23,429,0.5
23,430,0.25
23,431,0.25
23,432,0.5
23,433,0.25
23,434,0.25
24,435,0.5
24,436,0.25
24,437,0.5
24,438,0.5
24,439,0.5
24,440,0.5
24,441,0.75
24,442,0.5
24,443,0.0
24,444,0.25
24,445,0.5
24,446,0.25
24,447,0.25
24,448,0.75
24,449,0.5
24,450,0.5
24,451,0.25
24,452,0.5
24,453,0.5
24,454,0.5
24,455,0.25
24,456,0.25
24,457,0.25
24,458,0.5
24,459,0.5
24,460,0.0
24,461,0.0
24,462,0.5
24,463,0.25
24,464,0.0
24,465,0.0
24,466,0.5
24,467,0.5
24,468,0.5
24,469,0.5
24,470,0.5
24,471,0.5
24,472,0.25
24,473,0.0
24,474,0.25
24,475,0.0
24,476,0.5
24,477,0.75
24,478,0.25
24,479,0.25
24,480,0.25
24,481,0.25
24,482,0.5
25,483,0.0
25,484,0.5
25,485,0.5
25,486,0.5
25,487,0.25
25,488,0.25
25,489,0.25
25,490,0.5
25,491,0.5
25,492,0.5
25,493,0.5
25,494,0.5
25,495,0.5
25,496,0.0
25,497,0.0
25,498,0.25
25,499,0.25
25,500,0.5
25,501,0.5
25,502,0.5
25,503,0.5
25,504,0.25
25,505,0.25
25,506,0.25
25,507,0.5
26,508,0.5
26,509,1.0
26,510,0.75
26,511,0.0
26,512,0.75
26,513,0.75
26,514,1.0
26,515,0.0
26,516,0.75
26,517,0.0
26,518,1.0
26,519,0.0
26,520,0.25
26,521,0.5
26,522,0.25
26,523,0.5
26,524,0.25
26,525,0.25
26,526,0.25
26,527,0.25
26,528,0.25
26,529,0.5
26,530,0.75
26,531,0.25
26,532,0.0
26,533,0.25
26,534,0.5
26,535,0.25
26,536,0.0
27,537,0.5
27,538,1.0
27,539,0.5
27,540,0.5
27,541,0.5
27,542,1.0
27,543,0.5
27,544,0.5
27,545,0.5
27,546,1.0
27,547,0.5
27,548,0.0
27,549,0.0
27,550,0.0
27,551,0.5
27,552,0.25
27,553,0.25
27,554,0.5
27,555,0.25
27,556,0.5
27,557,0.0
27,558,0.0
27,559,0.25
27,560,0.25
27,561,0.5
27,562,0.0
27,563,0.5
27,564,0.25
27,565,0.5
27,566,0.75
28,567,0.5
28,568,0.75
28,569,0.5
28,570,0.0
28,571,0.5
28,572,0.5
28,573,0.25
28,574,0.5
28,575,0.5
28,576,0.0
28,577,0.5
28,578,0.25
28,579,0.25
28,580,0.0
28,581,0.0
28,582,0.25
28,583,0.25
28,584,0.5
28,585,0.0
28,586,0.0
29,587,0.75
29,588,0.0
29,589,0.0
29,590,0.0
29,591,0.0
29,592,0.75
29,593,0.75
29,594,0.25
29,595,0.0
29,596,0.25
29,597,0.75
29,598,0.75
29,599,0.0
29,600,0.25
29,601,0.25
29,602,0.75
29,603,0.75
29,604,0.25
29,605,0.5
29,606,0.75
29,607,0.25
30,608,0.5
30,609,0.0
30,610,0.25
30,611,0.0
30,612,0.75
30,613,0.5
30,614,0.0
30,615,0.5
30,616,0.0
30,617,0.5
30,618,0.75
30,619,0.0
30,620,0.25
30,621,0.25
30,622,0.25
30,623,0.5
30,624,0.25
30,625,0.75
30,626,0.0
30,627,0.0
30,628,0.25
30,629,0.25
30,630,0.75
30,631,0.5
30,632,0.5
30,633,0.5
31,634,0.25
31,635,1.0
31,636,0.25
31,637,0.25
31,638,0.0
31,639,0.5
31,640,0.5
31,641,0.5
31,642,0.5
31,643,0.5
31,644,0.0
31,645,0.75
31,646,0.75
31,647,0.25
31,648,0.75
31,649,0.25
31,650,0.0
31,651,0.0
31,652,0.0
31,653,0.75
31,654,0.25
31,655,0.25
31,656,0.25
31,657,0.25
31,658,0.25
32,659,0.75
32,660,0.5
32,661,0.5
32,662,0.5
32,663,0.0
32,664,0.5
32,665,1.0
32,666,0.25
32,667,0.5
32,668,0.25
32,669,0.25
32,670,0.25
32,671,0.25
32,672,0.5
32,673,0.25
32,674,0.5
32,675,0.5
32,676,0.0
32,677,0.0
32,678,0.5
32,679,0.0
32,680,0.25
32,681,0.5
32,682,0.5
32,683,0.5
32,684,0.75
32,685,0.0
32,686,0.0
32,687,0.75
32,688,0.25
32,689,0.5
32,690,0.5
32,691,0.25
32,692,0.5
32,693,0.75
32,694,0.5
33,695,0.0
33,696,0.25
33,697,0.5
33,698,0.5
33,699,0.5
33,700,0.0
33,701,0.0
33,702,0.5
33,703,0.0
33,704,0.25
33,705,0.75
33,706,0.25
33,707,0.25
33,708,0.25
33,709,0.0
33,710,0.25
33,711,0.0
33,712,0.5
33,713,1.0
33,714,0.5
33,715,0.5
33,716,0.5
33,717,0.5
33,718,0.25
33,719,0.25
33,720,0.25
33,721,0.25
33,722,0.5
33,723,0.5
33,724,0.25
34,725,0.75
34,726,0.5
34,727,0.0
34,728,0.0
34,729,0.0
34,730,1.0
34,731,0.0
34,732,0.75
34,733,0.5
34,734,0.75
34,735,0.25
34,736,0.25
34,737,0.75
34,738,0.25
34,739,0.25
34,740,0.25
34,741,0.5
34,742,0.0
34,743,0.5
34,744,1.0
34,745,0.0
34,746,0.25
34,747,0.25
34,748,0.25
34,749,0.25
34,750,0.25
34,751,0.25
35,752,0.0
35,753,0.25
35,754,0.0
35,755,0.0
35,756,0.0
35,757,0.75
35,758,0.5
35,759,0.25
35,760,0.5
35,761,0.0
35,762,0.0
35,763,0.25
35,764,0.25
35,765,0.5
35,766,0.75
35,767,0.5
35,768,0.25
35,769,0.25
35,770,0.0
35,771,0.75
35,772,0.5
35,773,0.5
35,774,0.25
35,775,0.5
35,776,0.25
35,777,0.5
35,778,0.25
35,779,0.5
35,780,0.25
35,781,0.25
35,782,0.5
35,783,0.25
35,784,0.5
35,785,0.25
35,786,0.25
36,787,0.0
36,788,0.5
36,789,0.0
36,790,0.5
36,791,0.5
36,792,0.25
36,793,0.5
36,794,0.0
36,795,0.25
36,796,0.25
36,797,0.75
36,798,0.0
36,799,0.0
36,800,0.5
36,801,0.5
36,802,0.5
36,803,0.5
36,804,0.25
36,805,0.25
36,806,0.25
37,807,0.5
37,808,0.75
37,809,1.0
37,810,0.5
37,811,0.5
37,812,0.0
37,813,0.0
37,814,0.0
37,815,1.0
37,816,0.5
37,817,0.25
37,818,0.25
37,819,0.25
37,820,0.75
37,821,0.25
37,822,0.0
37,823,0.25
37,824,0.25
37,825,0.25
37,826,1.0
37,827,0.75
37,828,0.75
37,829,0.0
37,830,0.0
37,831,0.25
37,832,0.0
37,833,0.75
37,834,0.25
37,835,0.75
38,836,0.75
38,837,0.5
38,838,0.0
38,839,1.0
38,840,0.0
38,841,0.75
38,842,0.25
38,843,0.75
38,844,0.25
38,845,0.25
38,846,0.25
38,847,0.0
38,848,0.75
38,849,0.75
38,850,0.0
38,851,0.25
38,852,0.0
38,853,0.75
38,854,0.0
38,855,0.0
38,856,0.25
38,857,0.75
39,858,0.5
39,859,0.5
39,860,0.5
39,861,0.5
39,862,0.25
39,863,0.5
39,864,0.25
39,865,0.5
39,866,0.5
39,867,0.25
39,868,0.25
39,869,0.5
39,870,0.5
39,871,0.5
39,872,0.25
39,873,0.0
39,874,0.0
39,875,0.0
39,876,0.0
39,877,0.0
39,878,0.75
39,879,0.5
39,880,0.5
39,881,0.25
39,882,0.25
39,883,0.0
39,884,0.25
39,885,0.5
39,886,0.5
40,887,1.0
40,888,0.0
40,889,0.0
40,890,0.25
40,891,0.25
40,892,0.25
40,893,0.5
40,894,0.0
40,895,0.5
40,896,0.25
40,897,0.75
40,898,0.5
40,899,0.5
40,900,0.5
40,901,0.0
40,902,0.25
40,903,0.0
40,904,0.25
40,905,0.5
40,906,0.25
40,907,0.0
40,908,0.25
40,909,0.25
40,910,0.25
40,911,0.5
40,912,0.75
41,913,1.0
41,914,0.0
41,915,1.0
41,916,0.25
41,917,0.25
41,918,0.0
41,919,0.5
41,920,0.5
41,921,0.0
41,922,0.5
41,923,0.5
41,924,0.25
41,925,0.0
41,926,0.0
41,927,0.0
41,928,0.25
41,929,0.25
41,930,0.75
41,931,0.75
41,932,0.25
41,933,0.75
42,934,1.0
42,935,1.0
42,936,0.0
42,937,1.0
42,938,0.5
42,939,0.75
42,940,0.75
42,941,0.5
42,942,0.0
42,943,0.0
42,944,0.25
42,945,0.25
42,946,0.0
42,947,0.25
42,948,0.25
42,949,0.75
42,950,0.0
42,951,0.0
42,952,0.75
42,953,0.25
42,954,0.25
43,955,0.0
43,956,0.5
43,957,0.75
43,958,0.5
43,959,0.5
43,960,0.75
43,961,1.0
43,962,1.0
43,963,0.75
43,964,0.75
43,965,0.5
43,966,0.5
43,967,0.75
43,968,0.0
43,969,0.5
43,970,0.25
43,971,0.75
43,972,0.75
43,973,0.75
43,974,0.75
43,975,0.5
43,976,0.0
43,977,0.25
43,978,0.25
43,979,0.5
43,980,0.5
43,981,0.5
43,982,0.0
43,983,0.75
43,984,0.75
43,985,0.75
43,986,0.75
43,987,0.5
43,988,0.5
43,989,0.25
43,990,0.75
43,991,0.75
43,992,0.25
43,993,0.0
43,994,0.0
43,995,0.5
43,996,0.75
43,997,0.25
43,998,0.25
43,999,0.25
43,1000,0.25
44,1001,0.5
44,1002,0.0
44,1003,0.5
44,1004,0.5
44,1005,1.0
44,1006,0.75
44,1007,0.0
44,1008,0.0
44,1009,0.0
44,1010,0.75
44,1011,0.25
44,1012,0.25
44,1013,0.25
44,1014,0.5
44,1015,0.25
44,1016,0.5
44,1017,0.5
44,1018,0.5
44,1019,0.25
44,1020,0.0
44,1021,0.0
44,1022,0.5
44,1023,0.5
44,1024,0.25
44,1025,0.25
44,1026,0.25
44,1027,0.25
44,1028,0.25
44,1029,0.25
44,1030,0.25
45,1031,0.75
45,1032,0.5
45,1033,0.75
45,1034,0.0
45,1035,0.5
45,1036,0.5
45,1037,0.0
45,1038,0.0
45,1039,0.5
45,1040,1.0
45,1041,1.0
45,1042,1.0
45,1043,1.0
45,1044,0.5
45,1045,0.25
45,1046,0.25
45,1047,0.5
45,1048,0.0
45,1049,0.0
45,1050,0.5
45,1051,0.75
45,1052,0.75
45,1053,0.75
45,1054,0.75
45,1055,0.0
45,1056,0.25
45,1057,0.25
45,1058,0.25
45,1059,0.25
45,1060,0.5
45,1061,0.5
45,1062,0.5
45,1063,0.25
45,1064,0.25
45,1065,0.5
45,1066,0.5
45,1067,0.5
46,1068,0.0
46,1069,0.5
46,1070,0.75
46,1071,0.75
46,1072,1.0
46,1073,0.25
46,1074,0.5
46,1075,0.5
46,1076,0.5
46,1077,0.25
46,1078,0.25
46,1079,0.5
46,1080,0.0
46,1081,0.0
46,1082,0.25
46,1083,0.5
46,1084,0.25
46,1085,0.0
46,1086,0.0
46,1087,0.5
46,1088,0.0
46,1089,0.25
47,1090,0.5
47,1091,0.25
47,1092,0.0
47,1093,0.5
47,1094,0.75
47,1095,0.0
47,1096,0.0
47,1097,1.0
47,1098,0.5
47,1099,0.5
47,1100,0.5
47,1101,0.0
47,1102,0.0
47,1103,0.0
47,1104,0.5
47,1105,0.75
47,1106,0.25
47,1107,0.25
47,1108,0.25
47,1109,0.5
47,1110,0.25
47,1111,0.5
47,1112,0.75
47,1113,0.5
47,1114,0.75
47,1115,0.25
47,1116,0.25
47,1117,0.5
47,1118,0.75
47,1119,0.25
47,1120,0.25
47,1121,0.25
47,1122,0.25
47,1123,0.25
47,1124,0.25
47,1125,0.25
47,1126,0.25
47,1127,0.25
48,1128,0.5
48,1129,0.0
48,1130,0.0
48,1131,0.0
48,1132,0.0
48,1133,0.5
48,1134,0.25
48,1135,0.25
48,1136,0.25
48,1137,0.0
48,1138,0.5
48,1139,0.0
48,1140,0.75
48,1141,0.25
48,1142,0.5
48,1143,0.5
48,1144,0.0
48,1145,0.25
48,1146,0.5
48,1147,0.5
49,1148,0.0
49,1149,0.5
49,1150,0.5
49,1151,0.5
49,1152,0.5
49,1153,0.5
49,1154,1.0
49,1155,1.0
49,1156,0.5
49,1157,0.5
49,1158,0.5
49,1159,0.25
49,1160,0.5
49,1161,0.25
49,1162,0.25
49,1163,0.25
49,1164,0.25
49,1165,0.25
49,1166,1.0
49,1167,0.0
49,1168,0.0
49,1169,0.25
49,1170,0.25
49,1171,0.25
49,1172,0.25
49,1173,0.0
49,1174,0.25
49,1175,0.0
49,1176,0.0
49,1177,0.25
50,1178,0.0
50,1179,0.5
50,1180,0.5
50,1181,0.5
50,1182,0.5
50,1183,0.5
50,1184,1.0
50,1185,0.5
50,1186,0.5
50,1187,0.5
50,1188,0.5
50,1189,0.5
50,1190,0.25
50,1191,0.5
50,1192,1.0
50,1193,0.5
50,1194,0.5
50,1195,0.25
50,1196,0.25
50,1197,0.0
50,1198,0.0
50,1199,0.25
50,1200,0.0
50,1201,0.25
50,1202,0.25
50,1203,0.0
50,1204,0.0
50,1205,0.25
50,1206,0.25
50,1207,0.25
51,1208,0.25
51,1209,0.0
51,1210,0.5
51,1211,0.5
51,1212,0.25
51,1213,0.0
51,1214,0.5
51,1215,0.5
51,1216,0.25
51,1217,0.0
51,1218,0.0
51,1219,0.0
51,1220,0.25
51,1221,0.75
51,1222,0.5
51,1223,0.0
51,1224,0.25
51,1225,0.75
51,1226,0.75
52,1227,0.5
52,1228,0.5
52,1229,0.0
52,1230,1.0
52,1231,0.5
52,1232,0.0
52,1233,0.5
52,1234,0.5
52,1235,0.0
52,1236,0.25
52,1237,0.5
52,1238,0.5
52,1239,0.25
52,1240,0.5
52,1241,0.5
52,1242,0.5
52,1243,0.5
52,1244,0.5
52,1245,0.5
52,1246,0.0
52,1247,0.5
52,1248,0.0
52,1249,0.25
52,1250,0.75
52,1251,0.5
52,1252,0.5
52,1253,0.5
52,1254,0.75
52,1255,0.25
52,1256,0.5
52,1257,0.25
52,1258,0.25
52,1259,0.0
52,1260,0.5
53,1261,0.5
53,1262,0.5
53,1263,0.75
53,1264,0.0
53,1265,0.5
53,1266,0.75
53,1267,0.5
53,1268,0.75
53,1269,0.25
53,1270,0.5
53,1271,0.5
53,1272,0.5
53,1273,0.5
53,1274,0.5
53,1275,0.5
53,1276,0.5
53,1277,0.25
53,1278,0.25
53,1279,0.25
53,1280,0.0
53,1281,0.25
53,1282,0.75
53,1283,0.5
53,1284,0.5
53,1285,0.5
53,1286,0.25
53,1287,0.5
53,1288,0.75
53,1289,0.0
53,1290,0.25
53,1291,0.25
53,1292,0.25
53,1293,1.0
53,1294,1.0
53,1295,0.25
53,1296,0.0
53,1297,0.75
53,1298,0.25
53,1299,0.25
53,1300,1.0
53,1301,0.0
53,1302,1.0
53,1303,0.25
53,1304,0.5
53,1305,0.25
53,1306,0.25
53,1307,0.75
53,1308,0.0
53,1309,0.75
53,1310,0.75
53,1311,0.0
54,1312,0.0
54,1313,0.0
54,1314,0.5
54,1315,0.75
54,1316,0.75
54,1317,1.0
54,1318,0.5
54,1319,0.5
54,1320,0.75
54,1321,0.25
54,1322,0.75
54,1323,0.75
54,1324,0.75
54,1325,0.25
54,1326,0.25
54,1327,0.25
54,1328,0.25
54,1329,0.0
54,1330,0.25
54,1331,0.75
54,1332,0.25
54,1333,0.5
54,1334,0.0
54,1335,0.0
54,1336,0.0
54,1337,0.75
54,1338,0.25
54,1339,0.5
54,1340,0.25
54,1341,0.25
54,1342,0.25
54,1343,0.5
55,1344,0.25
55,1345,0.5
55,1346,0.25
55,1347,0.5
55,1348,0.75
55,1349,0.5
55,1350,0.5
55,1351,0.0
55,1352,0.0
55,1353,0.0
55,1354,0.0
55,1355,0.5
55,1356,0.25
55,1357,0.0
55,1358,0.25
55,1359,0.25
55,1360,0.0
55,1361,0.25
55,1362,0.25
55,1363,0.25
55,1364,0.25
55,1365,0.5
55,1366,0.0
55,1367,0.5
55,1368,0.5
55,1369,0.5
55,1370,0.25
55,1371,0.0
55,1372,0.25
55,1373,0.5
55,1374,0.25
56,1375,0.75
56,1376,0.75
56,1377,1.0
56,1378,0.0
56,1379,0.0
56,1380,0.5
56,1381,0.0
56,1382,0.5
56,1383,0.25
56,1384,0.0
56,1385,0.0
56,1386,0.0
56,1387,0.25
56,1388,0.25
56,1389,0.25
56,1390,0.5
56,1391,0.25
56,1392,0.25
56,1393,0.5
56,1394,0.5
56,1395,0.75
57,1396,0.5
58,1397,0.5
59,1398,0.5
59,1399,1.0
59,1400,0.5
59,1401,0.5
59,1402,0.0
59,1403,0.0
59,1404,0.0
59,1405,0.25
59,1406,0.5
59,1407,0.5
59,1408,0.25
59,1409,0.25
59,1410,0.5
59,1411,0.0
59,1412,0.5
59,1413,0.0
59,1414,0.25
59,1415,0.25
59,1416,0.5
59,1417,0.0
59,1418,0.25
60,1419,0.75
60,1420,0.5
60,1421,0.75
60,1422,0.5
60,1423,0.25
60,1424,0.25
60,1425,0.25
60,1426,0.25
60,1427,0.25
60,1428,0.25
60,1429,0.25
60,1430,0.25
60,1431,0.25
60,1432,0.25
60,1433,0.25
60,1434,0.25
61,1435,0.5
61,1436,1.0
61,1437,1.0
61,1438,0.5
61,1439,1.0
61,1440,1.0
61,1441,0.5
61,1442,0.5
61,1443,0.5
61,1444,1.0
61,1445,0.5
61,1446,0.5
61,1447,0.75
61,1448,0.75
61,1449,0.5
61,1450,1.0
61,1451,0.75
61,1452,0.5
62,1453,0.25
62,1454,0.5
62,1455,0.5
62,1456,0.0
62,1457,0.5
62,1458,0.5
62,1459,0.5
62,1460,0.5
62,1461,0.0
62,1462,0.5
62,1463,0.5
62,1464,0.0
62,1465,0.5
62,1466,0.25
62,1467,0.0
62,1468,0.0
62,1469,0.5
62,1470,0.25
62,1471,0.25
62,1472,0.25
62,1473,0.5
62,1474,0.5
62,1475,0.0
62,1476,0.25
62,1477,0.25
63,1478,0.0
63,1479,0.0
63,1480,0.5
63,1481,0.75
63,1482,0.5
63,1483,0.25
63,1484,0.25
63,1485,0.0
63,1486,0.25
63,1487,0.5
63,1488,0.25
63,1489,0.0
63,1490,0.0
63,1491,0.5
63,1492,0.5
63,1493,0.5
63,1494,0.25
63,1495,0.5
63,1496,0.25
63,1497,0.5
63,1498,0.5
63,1499,0.0
63,1500,0.25
63,1501,0.5
63,1502,0.25
63,1503,0.5
63,1504,0.5
63,1505,0.5
63,1506,0.5
64,1507,0.5
64,1508,1.0
64,1509,0.5
64,1510,0.5
64,1511,0.25
64,1512,0.75
64,1513,0.5
64,1514,0.5
64,1515,0.75
64,1516,0.25
64,1517,0.5
64,1518,0.5
64,1519,0.25
64,1520,0.5
64,1521,0.5
64,1522,0.5
64,1523,0.5
64,1524,0.5
64,1525,0.5
64,1526,0.25
64,1527,0.5
64,1528,0.5
65,1529,0.0
65,1530,0.0
65,1531,0.0
65,1532,1.0
65,1533,0.0
65,1534,0.25
65,1535,0.0
65,1536,0.75
65,1537,0.5
65,1538,0.5
65,1539,0.25
65,1540,0.75
65,1541,0.25
65,1542,0.0
65,1543,0.25
65,1544,0.25
65,1545,0.25
65,1546,0.25
65,1547,0.25
65,1548,0.5
65,1549,0.25
65,1550,0.5
65,1551,0.75
65,1552,0.25
65,1553,0.25
65,1554,0.25
65,1555,0.25
65,1556,0.25
66,1557,0.5
66,1558,0.0
66,1559,1.0
66,1560,0.5
66,1561,0.0
66,1562,0.25
66,1563,0.25
66,1564,0.5
66,1565,0.0
66,1566,0.0
66,1567,0.25
66,1568,1.0
66,1569,0.25
66,1570,0.25
66,1571,0.25
66,1572,0.75
66,1573,0.25
66,1574,0.25
66,1575,0.25
66,1576,0.25
66,1577,0.25
66,1578,0.5
66,1579,0.0
66,1580,0.25
66,1581,0.25
66,1582,0.75
66,1583,0.75
66,1584,0.25
67,1585,1.0
67,1586,0.5
67,1587,0.25
67,1588,0.5
67,1589,0.25
68,1590,0.5
68,1591,0.5
68,1592,0.5
68,1593,0.5
68,1594,0.25
68,1595,0.25
68,1596,0.25
68,1597,0.0
68,1598,0.25
68,1599,0.25
69,1600,0.25
69,1601,0.75
69,1602,0.5
69,1603,0.25
69,1604,0.25
69,1605,0.5
69,1606,0.0
69,1607,0.25
69,1608,0.5
69,1609,0.25
69,1610,0.0
69,1611,0.5
69,1612,0.5
69,1613,0.25
69,1614,0.0
69,1615,0.75
69,1616,0.0
69,1617,0.0
69,1618,0.0
70,1619,0.0
70,1620,0.25
70,1621,0.0
70,1622,0.25
70,1623,0.25
70,1624,0.25
70,1625,0.25
70,1626,0.25
70,1627,0.75
70,1628,0.75
70,1629,0.5
70,1630,0.75
70,1631,0.5
70,1632,0.75
70,1633,0.25
70,1634,0.0
70,1635,0.0
70,1636,0.25
70,1637,0.0
70,1638,0.25
70,1639,0.25
70,1640,0.25
70,1641,0.25
70,1642,0.5
70,1643,0.5
70,1644,0.5
70,1645,0.0
70,1646,0.5
70,1647,0.5
70,1648,0.5
70,1649,0.5
71,1650,0.5
71,1651,0.25
71,1652,0.0
71,1653,0.25
71,1654,0.0
71,1655,0.25
71,1656,0.25
71,1657,0.5
71,1658,0.25
71,1659,0.25
71,1660,0.25
71,1661,0.0
71,1662,0.5
